distro_dir,package,bbappend,pure,variable,added_dep,inferred_origin
meta-ros1-noetic,dual-quaternions-ros,meta-ros1-noetic/recipes-bbappends/dual-quaternions-ros/dual-quaternions-ros_0.1.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,dual-quaternions,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,fiducial-slam,meta-ros1-noetic/recipes-bbappends/fiducials/fiducial-slam_0.12.0-1.bbappend,True,DEPENDS,std-srvs,build_export_depend (target-space gap)
meta-ros1-noetic,fkie-multimaster-msgs,meta-ros1-noetic/recipes-bbappends/fkie-multimaster/fkie-multimaster-msgs_1.3.2-2.bbappend,True,DEPENDS,python3-grpcio-tools-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,geographic-msgs,meta-ros1-noetic/recipes-bbappends/geographic-info/geographic-msgs_0.5.6-1.bbappend,True,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,tf2-msgs,meta-ros1-noetic/recipes-bbappends/geometry2/tf2-msgs_0.7.10-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,hector-mapping,meta-ros1-noetic/recipes-bbappends/hector-slam/hector-mapping_0.5.2-4.bbappend,True,DEPENDS,std-srvs,build_export_depend (target-space gap)
meta-ros1-noetic,lgsvl-msgs,meta-ros1-noetic/recipes-bbappends/lgsvl-msgs/lgsvl-msgs_0.0.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-catkin-pkg-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,lgsvl-msgs,meta-ros1-noetic/recipes-bbappends/lgsvl-msgs/lgsvl-msgs_0.0.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-empy-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,mqtt-bridge,meta-ros1-noetic/recipes-bbappends/mqtt-bridge/mqtt-bridge_0.2.1-1.bbappend,True,DEPENDS,python3-pip-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,map-msgs,meta-ros1-noetic/recipes-bbappends/navigation-msgs/map-msgs_1.14.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,move-base-msgs,meta-ros1-noetic/recipes-bbappends/navigation-msgs/move-base-msgs_1.14.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,pass-through-controllers,meta-ros1-noetic/recipes-bbappends/pass-through-controllers/pass-through-controllers_0.1.0-1.bbappend,True,DEPENDS,control-msgs,build_export_depend (target-space gap)
meta-ros1-noetic,pcl-msgs,meta-ros1-noetic/recipes-bbappends/pcl-msgs/pcl-msgs_0.3.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,twist-controller,meta-ros1-noetic/recipes-bbappends/ros-controllers-cartesian/twist-controller_0.1.7-1.bbappend,True,DEPENDS,pluginlib,build_export_depend (target-space gap)
meta-ros1-noetic,rosserial-msgs,meta-ros1-noetic/recipes-bbappends/rosserial/rosserial-msgs_0.9.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,gmapping,meta-ros1-noetic/recipes-bbappends/slam-gmapping/gmapping_1.4.2-1.bbappend,True,DEPENDS,rosbag-storage,build_export_depend (target-space gap)
meta-ros1-noetic,turtlebot3-msgs,meta-ros1-noetic/recipes-bbappends/turtlebot3-msgs/turtlebot3-msgs_1.0.1-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,udp-com,meta-ros1-noetic/recipes-bbappends/udp-com/udp-com_1.1.2-1.bbappend,True,DEPENDS,roslint,build_export_depend (target-space gap)
meta-ros1-noetic,uuid-msgs,meta-ros1-noetic/recipes-bbappends/unique-identifier/uuid-msgs_1.0.6-1.bbappend,True,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-default-runtime,build_export_depend (target-space gap)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-adapter-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,as2-core,meta-ros2-humble/recipes-bbappends/aerostack2/as2-core_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-motion-controller,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-controller_1.1.3-1.bbappend,True,ROS_BUILD_DEPENDS,pid-controller,build_export_depend (target-space gap)
meta-ros2-humble,as2-motion-controller,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-controller_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-msgs,meta-ros2-humble/recipes-bbappends/aerostack2/as2-msgs_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-platform-dji-osdk,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-dji-osdk_1.1.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-libraries,build_export_depend (target-space gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-gmock-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-gtest-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-pytest-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-test-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,aruco-msgs,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-msgs_5.0.5-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,aruco-ros,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-ros_5.0.5-1.bbappend,True,ROS_BUILD_DEPENDS,rclpy,build_export_depend (target-space gap)
meta-ros2-humble,aruco-ros,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-ros_5.0.5-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-esr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-esr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-mrr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-mrr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-srr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-srr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,derived-object-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/derived-object-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ibeo-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/ibeo-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,kartech-linear-actuator-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/kartech-linear-actuator-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,mobileye-560-660-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/mobileye-560-660-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,neobotix-usboard-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/neobotix-usboard-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-default-runtime,build_export_depend (target-space gap)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-adapter-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-navigation-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-navigation-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-default-runtime,build_export_depend (target-space gap)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-adapter-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,automotive-platform-msgs,meta-ros2-humble/recipes-bbappends/automotive-autonomy-msgs/automotive-platform-msgs_3.0.4-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,python-cmake-module-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-adapter-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-parser-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,autoware-auto-msgs,meta-ros2-humble/recipes-bbappends/autoware-auto-msgs/autoware-auto-msgs_1.0.0-4.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,backward-ros,meta-ros2-humble/recipes-bbappends/backward-ros/backward-ros_1.0.8-2.bbappend,True,DEPENDS,ament-cmake-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,behaviortree-cpp,meta-ros2-humble/recipes-bbappends/behaviortree-cpp-v4/behaviortree-cpp_4.9.0-1.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-gtest,build_export_depend (target-space gap)
meta-ros2-humble,behaviortree-cpp,meta-ros2-humble/recipes-bbappends/behaviortree-cpp-v4/behaviortree-cpp_4.9.0-1.bbappend,True,ROS_BUILD_DEPENDS,googletest,build_export_depend (target-space gap)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-adapter-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,gazebo-model-attachment-plugin-msgs,meta-ros2-humble/recipes-bbappends/boeing-gazebo-model-attachment-plugin/gazebo-model-attachment-plugin-msgs_1.0.3-2.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,bond,meta-ros2-humble/recipes-bbappends/bond-core/bond_4.1.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,bond,meta-ros2-humble/recipes-bbappends/bond-core/bond_4.1.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-parser-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-adapter-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,python3-numpy-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,python3-lark-parser-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-c,build_export_depend (target-space gap)
meta-ros2-humble,cartographer-ros-msgs,meta-ros2-humble/recipes-bbappends/cartographer-ros/cartographer-ros-msgs_2.0.9002-1.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp,build_export_depend (target-space gap)
meta-ros2-humble,cascade-lifecycle-msgs,meta-ros2-humble/recipes-bbappends/cascade-lifecycle/cascade-lifecycle-msgs_1.1.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cascade-lifecycle-msgs,meta-ros2-humble/recipes-bbappends/cascade-lifecycle/cascade-lifecycle-msgs_1.1.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,python3-numpy-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,cascade-lifecycle-msgs,meta-ros2-humble/recipes-bbappends/cascade-lifecycle/cascade-lifecycle-msgs_1.1.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-adapter-native,buildtool_export_depend (direct-native gap)
