distro_dir,package,bbappend,pure,variable,added_dep,inferred_origin
meta-ros-common,boost,meta-ros-common/recipes-support/boost/boost_%.bbappend,False,DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,apriltag,meta-ros1-noetic/recipes-bbappends/apriltag/apriltag_3.2.0-1.bbappend,False,DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,behaviortree-cpp-v3,meta-ros1-noetic/recipes-bbappends/behaviortree-cpp-v3/behaviortree-cpp-v3_%.bbappend,False,ROS_BUILD_DEPENDS,cppzmq,build_export_depend (target-space gap)
meta-ros1-noetic,bond,meta-ros1-noetic/recipes-bbappends/bond-core/bond_1.8.7-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,catkin,meta-ros1-noetic/recipes-bbappends/catkin/catkin_%.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-catkin-pkg-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,catkin,meta-ros1-noetic/recipes-bbappends/catkin/catkin_%.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-empy-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,actionlib-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/actionlib-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,diagnostic-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/diagnostic-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,geometry-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/geometry-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,nav-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/nav-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,sensor-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/sensor-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,shape-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/shape-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,stereo-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/stereo-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,trajectory-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/trajectory-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,visualization-msgs,meta-ros1-noetic/recipes-bbappends/common-msgs/visualization-msgs_1.13.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,dual-quaternions-ros,meta-ros1-noetic/recipes-bbappends/dual-quaternions-ros/dual-quaternions-ros_0.1.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,dual-quaternions,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,fiducial-slam,meta-ros1-noetic/recipes-bbappends/fiducials/fiducial-slam_0.12.0-1.bbappend,True,DEPENDS,std-srvs,build_export_depend (target-space gap)
meta-ros1-noetic,fkie-multimaster-msgs,meta-ros1-noetic/recipes-bbappends/fkie-multimaster/fkie-multimaster-msgs_1.3.2-2.bbappend,True,DEPENDS,python3-grpcio-tools-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,gazebo-plugins,meta-ros1-noetic/recipes-bbappends/gazebo-ros-pkgs/gazebo-plugins_2.9.3-1.bbappend,False,DEPENDS,ogre19,build_export_depend (target-space gap)
meta-ros1-noetic,genmsg,meta-ros1-noetic/recipes-bbappends/genmsg/genmsg_0.6.1-1.bbappend,False,DEPENDS,catkin,build_export_depend (target-space gap)
meta-ros1-noetic,genpy,meta-ros1-noetic/recipes-bbappends/genpy/genpy_0.6.18-1.bbappend,False,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml,build_export_depend (target-space gap)
meta-ros1-noetic,geographic-msgs,meta-ros1-noetic/recipes-bbappends/geographic-info/geographic-msgs_0.5.6-1.bbappend,True,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,tf2-msgs,meta-ros1-noetic/recipes-bbappends/geometry2/tf2-msgs_0.7.10-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,tf2-py,meta-ros1-noetic/recipes-bbappends/geometry2/tf2-py_0.7.10-1.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,hector-mapping,meta-ros1-noetic/recipes-bbappends/hector-slam/hector-mapping_0.5.2-4.bbappend,True,DEPENDS,std-srvs,build_export_depend (target-space gap)
meta-ros1-noetic,rosping,meta-ros1-noetic/recipes-bbappends/jsk-3rdparty/rosping_2.1.31-4.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,lgsvl-msgs,meta-ros1-noetic/recipes-bbappends/lgsvl-msgs/lgsvl-msgs_0.0.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-catkin-pkg-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,lgsvl-msgs,meta-ros1-noetic/recipes-bbappends/lgsvl-msgs/lgsvl-msgs_0.0.4-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-empy-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,mqtt-bridge,meta-ros1-noetic/recipes-bbappends/mqtt-bridge/mqtt-bridge_0.2.1-1.bbappend,True,DEPENDS,python3-pip-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,multisense-lib,meta-ros1-noetic/recipes-bbappends/multisense-ros/multisense-lib_4.0.5-1.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,multisense-ros,meta-ros1-noetic/recipes-bbappends/multisense-ros/multisense-ros_4.0.5-1.bbappend,False,ROS_BUILD_DEPENDS,libjpeg-turbo,build_export_depend (target-space gap)
meta-ros1-noetic,multisense-ros,meta-ros1-noetic/recipes-bbappends/multisense-ros/multisense-ros_4.0.5-1.bbappend,False,ROS_EXPORT_DEPENDS,libjpeg-turbo,build_export_depend (re-declared as direct)
meta-ros1-noetic,map-msgs,meta-ros1-noetic/recipes-bbappends/navigation-msgs/map-msgs_1.14.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,move-base-msgs,meta-ros1-noetic/recipes-bbappends/navigation-msgs/move-base-msgs_1.14.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,dynamic-edt-3d,meta-ros1-noetic/recipes-bbappends/octomap/dynamic-edt-3d_1.9.8-1.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,octomap,meta-ros1-noetic/recipes-bbappends/octomap/octomap_1.9.8-1.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,ompl,meta-ros1-noetic/recipes-bbappends/ompl/ompl_%.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,pass-through-controllers,meta-ros1-noetic/recipes-bbappends/pass-through-controllers/pass-through-controllers_0.1.0-1.bbappend,True,DEPENDS,control-msgs,build_export_depend (target-space gap)
meta-ros1-noetic,pcl-msgs,meta-ros1-noetic/recipes-bbappends/pcl-msgs/pcl-msgs_0.3.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,face-detector,meta-ros1-noetic/recipes-bbappends/people/face-detector_1.4.2-1.bbappend,False,DEPENDS,yaml-cpp,build_export_depend (target-space gap)
meta-ros1-noetic,python-qt-binding,meta-ros1-noetic/recipes-bbappends/python-qt-binding/python-qt-binding_%.bbappend,False,DEPENDS,sip-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,python-qt-binding,meta-ros1-noetic/recipes-bbappends/python-qt-binding/python-qt-binding_%.bbappend,False,DEPENDS,python3-pyqt5-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,qt-gui-cpp,meta-ros1-noetic/recipes-bbappends/qt-gui-core/qt-gui-cpp_0.4.5-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,python3-pyqt5-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,qt-gui-cpp,meta-ros1-noetic/recipes-bbappends/qt-gui-core/qt-gui-cpp_0.4.5-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,python3-pyqt-builder-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,qt-gui-cpp,meta-ros1-noetic/recipes-bbappends/qt-gui-core/qt-gui-cpp_0.4.5-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,sip-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,rc-dynamics-api,meta-ros1-noetic/recipes-bbappends/rc-dynamics-api/rc-dynamics-api_0.10.1-1.bbappend,False,DEPENDS,protobuf-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,nav-grid-server,meta-ros1-noetic/recipes-bbappends/robot-navigation/nav-grid-server_0.3.0-2.bbappend,False,DEPENDS,yaml-cpp,build_export_depend (target-space gap)
meta-ros1-noetic,rospy,meta-ros1-noetic/recipes-bbappends/ros-comm/rospy_1.17.4-1.bbappend,False,ROS_BUILD_DEPENDS,${ROS_EXEC_DEPENDS},build_export_depend (target-space gap)
meta-ros1-noetic,rosgraph-msgs,meta-ros1-noetic/recipes-bbappends/ros-comm-msgs/rosgraph-msgs_1.11.4-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,std-srvs,meta-ros1-noetic/recipes-bbappends/ros-comm-msgs/std-srvs_1.11.4-1.bbappend,False,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,twist-controller,meta-ros1-noetic/recipes-bbappends/ros-controllers-cartesian/twist-controller_0.1.7-1.bbappend,True,DEPENDS,pluginlib,build_export_depend (target-space gap)
meta-ros1-noetic,rosserial-msgs,meta-ros1-noetic/recipes-bbappends/rosserial/rosserial-msgs_0.9.2-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,rviz,meta-ros1-noetic/recipes-bbappends/rviz/rviz_1.14.26-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,python3-pyqt5-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,rviz,meta-ros1-noetic/recipes-bbappends/rviz/rviz_1.14.26-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,sip-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,rviz,meta-ros1-noetic/recipes-bbappends/rviz/rviz_1.14.26-1.bbappend,False,DEPENDS,python3-pyqt5-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,rviz,meta-ros1-noetic/recipes-bbappends/rviz/rviz_1.14.26-1.bbappend,False,DEPENDS,sip-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,gmapping,meta-ros1-noetic/recipes-bbappends/slam-gmapping/gmapping_1.4.2-1.bbappend,True,DEPENDS,rosbag-storage,build_export_depend (target-space gap)
meta-ros1-noetic,slam-karto,meta-ros1-noetic/recipes-bbappends/slam-karto/slam-karto_0.8.1-1.bbappend,False,ROS_BUILD_DEPENDS,suitesparse-cxsparse,build_export_depend (target-space gap)
meta-ros1-noetic,stage,meta-ros1-noetic/recipes-bbappends/stage/stage_4.3.0-1.bbappend,False,ROS_BUILD_DEPENDS,libglu,build_export_depend (target-space gap)
meta-ros1-noetic,std-msgs,meta-ros1-noetic/recipes-bbappends/std-msgs/std-msgs_0.5.14-1.bbappend,False,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,tesseract-geometry,meta-ros1-noetic/recipes-bbappends/tesseract/tesseract-geometry_0.18.1-1.bbappend,False,DEPENDS,tesseract-support,build_export_depend (target-space gap)
meta-ros1-noetic,tsid,meta-ros1-noetic/recipes-bbappends/tsid/tsid_1.6.2-2.bbappend,False,DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,turtlebot3-msgs,meta-ros1-noetic/recipes-bbappends/turtlebot3-msgs/turtlebot3-msgs_1.0.1-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (direct-native gap)
meta-ros1-noetic,udp-com,meta-ros1-noetic/recipes-bbappends/udp-com/udp-com_1.1.2-1.bbappend,True,DEPENDS,roslint,build_export_depend (target-space gap)
meta-ros1-noetic,uuid-msgs,meta-ros1-noetic/recipes-bbappends/unique-identifier/uuid-msgs_1.0.6-1.bbappend,True,ROS_BUILD_DEPENDS,${PYTHON_PN}-pyyaml-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros1-noetic,cv-bridge,meta-ros1-noetic/recipes-bbappends/vision-opencv/cv-bridge_1.16.2-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,${PYTHON_PN}-numpy-native,buildtool_export_depend (direct-native gap)
meta-ros2,python3-pyqt5,meta-ros2/dynamic-layers/meta-qt5/recipes-python/pyqt5/python3-pyqt5_%.bbappend,False,DEPENDS,qtsvg,build_export_depend (target-space gap)
meta-ros2-humble,acado-vendor,meta-ros2-humble/recipes-bbappends/acado-vendor/acado-vendor_1.0.0-4.bbappend,False,DEPENDS,chrpath-replacement-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-default-runtime,build_export_depend (target-space gap)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-adapter-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-c-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-fastrtps-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-introspection-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-typesupport-cpp-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,ackermann-msgs,meta-ros2-humble/recipes-bbappends/ackermann-msgs/ackermann-msgs_2.0.2-3.bbappend,True,ROS_BUILD_DEPENDS,rosidl-generator-py-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,as2-alphanumeric-viewer,meta-ros2-humble/recipes-bbappends/aerostack2/as2-alphanumeric-viewer_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behavior-tree,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behavior-tree_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behavior-tree,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behavior-tree_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behavior-tree,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behavior-tree_1.1.3-1.bbappend,False,DEPENDS,geographiclib,build_export_depend (target-space gap)
meta-ros2-humble,as2-behavior,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behavior_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behavior,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behavior_1.1.3-1.bbappend,False,DEPENDS,geographiclib,build_export_depend (target-space gap)
meta-ros2-humble,as2-behaviors-motion,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behaviors-motion_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behaviors-perception,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behaviors-perception_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behaviors-platform,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behaviors-platform_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behaviors-trajectory-generation,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behaviors-trajectory-generation_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-behaviors-trajectory-generation,meta-ros2-humble/recipes-bbappends/aerostack2/as2-behaviors-trajectory-generation_1.1.3-1.bbappend,False,DEPENDS,dynamic-trajectory-generator,build_export_depend (target-space gap)
meta-ros2-humble,as2-core,meta-ros2-humble/recipes-bbappends/aerostack2/as2-core_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-motion-controller,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-controller_1.1.3-1.bbappend,True,ROS_BUILD_DEPENDS,pid-controller,build_export_depend (target-space gap)
meta-ros2-humble,as2-motion-controller,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-controller_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-ros-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-motion-reference-handlers,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-reference-handlers_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-motion-reference-handlers,meta-ros2-humble/recipes-bbappends/aerostack2/as2-motion-reference-handlers_1.1.3-1.bbappend,False,DEPENDS,geographiclib,build_export_depend (target-space gap)
meta-ros2-humble,as2-msgs,meta-ros2-humble/recipes-bbappends/aerostack2/as2-msgs_1.1.3-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-platform-crazyflie,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-crazyflie_1.1.0-3.bbappend,False,ROS_BUILD_DEPENDS,crazyflie-cpp,build_export_depend (target-space gap)
meta-ros2-humble,as2-platform-crazyflie,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-crazyflie_1.1.0-3.bbappend,False,ROS_BUILD_DEPENDS,geographiclib,build_export_depend (target-space gap)
meta-ros2-humble,as2-platform-crazyflie,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-crazyflie_1.1.0-3.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-platform-dji-osdk,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-dji-osdk_1.1.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-platform-tello,meta-ros2-humble/recipes-bbappends/aerostack2/as2-platform-tello_1.1.0-4.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-realsense-interface,meta-ros2-humble/recipes-bbappends/aerostack2/as2-realsense-interface_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-state-estimator,meta-ros2-humble/recipes-bbappends/aerostack2/as2-state-estimator_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,as2-usb-camera-interface,meta-ros2-humble/recipes-bbappends/aerostack2/as2-usb-camera-interface_1.1.3-1.bbappend,False,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILD_DEPENDS,ament-cmake-libraries,build_export_depend (target-space gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-gmock-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-gtest-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-pytest-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ament-vitis,meta-ros2-humble/recipes-bbappends/ament-vitis/ament-vitis_0.10.1-2.bbappend,True,ROS_BUILDTOOL_DEPENDS,ament-cmake-test-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,apriltag,meta-ros2-humble/recipes-bbappends/apriltag/apriltag_3.4.5-1.bbappend,False,DEPENDS,python3-numpy-native,buildtool_export_depend (native tool reached via target recipe)
meta-ros2-humble,aruco-msgs,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-msgs_5.0.5-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,aruco-ros,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-ros_5.0.5-1.bbappend,True,ROS_BUILD_DEPENDS,rclpy,build_export_depend (target-space gap)
meta-ros2-humble,aruco-ros,meta-ros2-humble/recipes-bbappends/aruco-ros/aruco-ros_5.0.5-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-esr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-esr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-mrr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-mrr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,delphi-srr-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/delphi-srr-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,derived-object-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/derived-object-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,ibeo-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/ibeo-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,kartech-linear-actuator-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/kartech-linear-actuator-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,mobileye-560-660-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/mobileye-560-660-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
meta-ros2-humble,neobotix-usboard-msgs,meta-ros2-humble/recipes-bbappends/astuff-sensor-msgs/neobotix-usboard-msgs_4.0.0-1.bbappend,True,ROS_BUILDTOOL_DEPENDS,rosidl-default-generators-native,buildtool_export_depend (direct-native gap)
